date_production,site,ligne_production,type_piece,ordre_fabrication,quantite_produite,quantite_conforme,quantite_non_conforme,temps_cycle_min,delai_prevu_jours,delai_reel_jours,statut_livraison,type_anomalie,gravite_anomalie,cout_non_qualite,operateur_equipe,shift,taux_disponibilite_machine,temperature_machine,vibration_machine
2024-02-07,Casablanca,Ligne Composite,Porte avion,OF-2025-006321,57,51,6,78.78,10,16,En retard,Retouche peinture,Critique,3226.03,Équipe Delta,Nuit,0.8808,74.44,2.58
2024-02-07,Casablanca,Ligne Composite,Sous-ensemble composite,OF-2025-004695,50,47,3,67.25,4,4,À l'heure,Non-conformité matière,Majeure,1330.02,Équipe Bravo,Nuit,0.9113,71.11,3.28
2024-02-07,Montoir-de-Bretagne,Ligne Assemblage Cabine,Cadre structure,OF-2025-008409,70,68,2,46.19,8,8,À l'heure,Contrôle qualité bloquant,Majeure,752.52,Équipe Bravo,Nuit,0.8605,64.52,2.11
2024-02-07,Casablanca,Ligne Assemblage Cabine,Cadre structure,OF-2024-011562,61,60,1,49.13,5,5,À l'heure,Défaut assemblage,Mineure,352.74,Équipe Bravo,Nuit,0.8803,70.01,2.48
2024-02-07,Rochefort,Ligne A330,Panneau fuselage,OF-2025-000777,57,56,1,56.68,9,9,À l'heure,Défaut dimensionnel,Mineure,528.73,Équipe Bravo,Matin,0.9621,68.98,2.19
2024-02-07,Rochefort,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2024-001736,54,51,3,50.96,4,4,À l'heure,Panne machine,Critique,1941.48,Équipe Alpha,Nuit,0.7775,64.28,3.24
2024-02-07,Rochefort,Ligne A330,Sous-ensemble composite,OF-2024-011020,73,68,5,65.23,8,8,À l'heure,Contrôle qualité bloquant,Majeure,1990.2,Équipe Alpha,Matin,0.8732,72.95,2.33
2024-02-07,Montoir-de-Bretagne,Ligne A320,Plancher cabine,OF-2025-003809,58,53,5,27.46,4,4,À l'heure,Écart documentaire,Critique,2439.37,Équipe Charlie,Après-midi,0.995,76.73,3.03
2024-02-07,Casablanca,Ligne A320,Plancher cabine,OF-2025-010441,65,64,1,50.88,6,6,À l'heure,Écart documentaire,Mineure,533.37,Équipe Alpha,Matin,0.9279,64.84,3.24
2024-02-07,Casablanca,Ligne Composite,Plancher cabine,OF-2025-002877,74,73,1,54.61,5,7,En retard,Écart documentaire,Majeure,782.03,Équipe Charlie,Matin,0.8468,57.61,2.06
2024-02-07,Montoir-de-Bretagne,Ligne A330,Panneau fuselage,OF-2025-006981,50,50,0,39.88,7,6,À l'heure,Aucune,Aucune,0.0,Équipe Delta,Matin,0.9311,63.0,2.74
2024-02-07,Casablanca,Ligne A320,Sous-ensemble composite,OF-2025-000795,64,59,5,53.64,3,3,À l'heure,Défaut dimensionnel,Mineure,1980.1,Équipe Alpha,Matin,0.9311,57.97,2.35
2024-02-07,Casablanca,Ligne A330,Plancher cabine,OF-2024-000568,71,71,0,36.48,7,7,À l'heure,Aucune,Aucune,0.0,Équipe Charlie,Après-midi,0.8882,66.24,2.63
2024-02-08,Casablanca,Ligne A350,Cadre structure,OF-2024-009640,48,44,4,46.04,6,6,À l'heure,Panne machine,Critique,2093.16,Équipe Delta,Après-midi,0.9369,68.26,3.61
2024-02-08,Casablanca,Ligne A330,Panneau fuselage,OF-2025-001059,76,74,2,41.89,5,5,À l'heure,Défaut assemblage,Mineure,641.11,Équipe Charlie,Après-midi,0.8707,73.1,2.11
2024-02-08,Casablanca,Ligne A320,Cadre structure,OF-2025-010795,79,77,2,38.8,8,8,À l'heure,Défaut dimensionnel,Mineure,623.96,Équipe Bravo,Matin,0.9007,67.26,2.5
2024-02-08,Casablanca,Ligne Assemblage Cabine,Panneau fuselage,OF-2024-000454,57,57,0,64.05,9,9,À l'heure,Aucune,Aucune,0.0,Équipe Alpha,Matin,0.9401,61.8,2.89
2024-02-08,Montoir-de-Bretagne,Ligne Composite,Plancher cabine,OF-2024-002494,62,60,2,33.26,6,8,En retard,Écart documentaire,Critique,1489.02,Équipe Alpha,Après-midi,0.9308,69.94,2.28
2024-02-08,Casablanca,Ligne A320,Panneau fuselage,OF-2025-008937,56,53,3,48.1,2,5,En retard,Défaut dimensionnel,Critique,2174.13,Équipe Alpha,Après-midi,0.8788,74.48,2.1
2024-02-08,Casablanca,Ligne A350,Porte avion,OF-2024-000354,73,67,6,67.26,2,2,À l'heure,Écart documentaire,Mineure,1707.19,Équipe Delta,Nuit,0.9441,71.63,2.16
2024-02-08,Casablanca,Ligne A330,Porte avion,OF-2025-003891,68,67,1,66.11,6,8,En retard,Retouche peinture,Majeure,733.95,Équipe Delta,Matin,0.8642,72.01,2.65
2024-02-08,Rochefort,Ligne A320,Panneau fuselage,OF-2025-008357,71,64,7,45.21,2,6,En retard,Défaut dimensionnel,Mineure,2222.31,Équipe Bravo,Nuit,0.962,69.7,2.68
2024-02-08,Casablanca,Ligne A330,Plancher cabine,OF-2024-008316,56,56,0,44.25,11,11,À l'heure,Aucune,Aucune,0.0,Équipe Charlie,Après-midi,0.8644,72.67,2.25
2024-02-08,Casablanca,Ligne A350,Panneau fuselage,OF-2024-006992,73,70,3,61.2,9,9,À l'heure,Non-conformité matière,Majeure,1221.17,Équipe Charlie,Matin,0.995,60.59,2.36
2024-02-08,Casablanca,Ligne A350,Cadre structure,OF-2025-009759,85,82,3,51.67,7,8,En retard,Panne machine,Critique,1677.11,Équipe Charlie,Matin,0.8679,68.87,3.57
2024-02-08,Casablanca,Ligne Composite,Cadre structure,OF-2024-011218,71,67,4,49.11,6,6,À l'heure,Écart documentaire,Critique,2530.3,Équipe Alpha,Nuit,0.8917,74.78,1.28
2024-02-08,Rochefort,Ligne A330,Plancher cabine,OF-2024-010306,53,52,1,50.14,8,8,À l'heure,Défaut dimensionnel,Mineure,528.08,Équipe Charlie,Nuit,0.9049,71.03,2.38
2024-02-08,Casablanca,Ligne Composite,Cadre structure,OF-2024-010362,73,68,5,75.59,4,4,À l'heure,Retouche peinture,Majeure,1822.78,Équipe Alpha,Après-midi,0.9127,69.04,1.38
2024-02-08,Casablanca,Ligne Composite,Porte avion,OF-2024-001810,66,59,7,74.72,5,5,À l'heure,Défaut dimensionnel,Critique,3172.27,Équipe Bravo,Nuit,0.9185,69.03,3.04
2024-02-09,Casablanca,Ligne A320,Cadre structure,OF-2025-009243,59,57,2,31.41,5,5,À l'heure,Contrôle qualité bloquant,Majeure,1006.08,Équipe Bravo,Matin,0.995,77.95,1.57
2024-02-09,Casablanca,Ligne A320,Panneau fuselage,OF-2025-008099,57,46,11,56.1,11,11,À l'heure,Défaut dimensionnel,Majeure,4845.81,Équipe Charlie,Nuit,0.8429,73.87,3.11
2024-02-09,Casablanca,Ligne A350,Panneau fuselage,OF-2024-008444,54,53,1,62.6,11,11,À l'heure,Défaut assemblage,Mineure,414.51,Équipe Charlie,Nuit,0.9525,81.48,2.79
2024-02-09,Montoir-de-Bretagne,Ligne A330,Plancher cabine,OF-2025-001487,60,58,2,40.84,10,13,En retard,Retouche peinture,Mineure,721.26,Équipe Delta,Après-midi,0.9285,60.26,2.84
2024-02-09,Rochefort,Ligne A330,Plancher cabine,OF-2025-007787,65,62,3,51.33,7,7,À l'heure,Écart documentaire,Mineure,1026.85,Équipe Delta,Matin,0.9055,71.68,2.44
2024-02-09,Rochefort,Ligne Assemblage Cabine,Cadre structure,OF-2024-006918,50,44,6,38.58,6,6,À l'heure,Contrôle qualité bloquant,Critique,3475.82,Équipe Delta,Nuit,0.8587,66.85,3.18
2024-02-09,Casablanca,Ligne Composite,Cadre structure,OF-2025-006085,62,60,2,60.21,2,2,À l'heure,Panne machine,Majeure,1136.04,Équipe Delta,Après-midi,0.8614,68.51,3.5
2024-02-09,Casablanca,Ligne A350,Porte avion,OF-2024-006544,62,61,1,54.26,5,5,À l'heure,Défaut assemblage,Mineure,563.01,Équipe Alpha,Après-midi,0.9513,62.57,1.67
2024-02-09,Casablanca,Ligne A320,Plancher cabine,OF-2024-009332,61,60,1,42.43,7,13,En retard,Non-conformité matière,Majeure,778.84,Équipe Delta,Après-midi,0.9787,77.79,1.92
2024-02-09,Casablanca,Ligne Assemblage Cabine,Porte avion,OF-2025-008885,61,58,3,60.96,7,13,En retard,Non-conformité matière,Majeure,957.89,Équipe Delta,Nuit,0.9494,79.81,2.43
2024-02-09,Casablanca,Ligne A330,Panneau fuselage,OF-2025-011249,51,47,4,54.72,8,11,En retard,Écart documentaire,Critique,2031.36,Équipe Bravo,Matin,0.9665,68.05,2.87
2024-02-09,Casablanca,Ligne A350,Sous-ensemble composite,OF-2025-003649,67,67,0,78.05,3,3,À l'heure,Aucune,Aucune,0.0,Équipe Delta,Nuit,0.8892,62.45,2.88
2024-02-09,Casablanca,Ligne A330,Panneau fuselage,OF-2024-011914,72,69,3,54.65,10,10,À l'heure,Panne machine,Majeure,1841.7,Équipe Bravo,Matin,0.8024,82.79,2.37
2024-02-09,Casablanca,Ligne Assemblage Cabine,Panneau fuselage,OF-2024-008562,53,52,1,46.57,10,13,En retard,Défaut dimensionnel,Majeure,769.49,Équipe Charlie,Matin,0.868,67.47,1.54
2024-02-09,Montoir-de-Bretagne,Ligne Composite,Panneau fuselage,OF-2024-008154,59,58,1,66.71,2,2,À l'heure,Défaut dimensionnel,Majeure,714.23,Équipe Alpha,Matin,0.9583,53.34,3.61
2024-02-10,Casablanca,Ligne A350,Panneau fuselage,OF-2025-004709,55,54,1,53.64,7,12,En retard,Écart documentaire,Mineure,474.1,Équipe Delta,Après-midi,0.8839,59.98,2.61
2024-02-10,Casablanca,Ligne Assemblage Cabine,Panneau fuselage,OF-2024-009874,74,73,1,60.93,7,7,À l'heure,Écart documentaire,Majeure,758.77,Équipe Bravo,Matin,0.896,73.09,2.43
2024-02-10,Casablanca,Ligne A350,Porte avion,OF-2025-007379,83,72,11,56.4,2,2,À l'heure,Retouche peinture,Majeure,5141.75,Équipe Alpha,Matin,0.995,67.0,2.49
2024-02-10,Montoir-de-Bretagne,Ligne A350,Porte avion,OF-2024-008210,71,68,3,51.82,7,6,À l'heure,Contrôle qualité bloquant,Majeure,1533.88,Équipe Bravo,Après-midi,0.93,64.59,1.53
2024-02-10,Casablanca,Ligne A330,Panneau fuselage,OF-2025-007251,42,39,3,54.23,10,10,À l'heure,Contrôle qualité bloquant,Majeure,1533.52,Équipe Charlie,Nuit,0.9444,64.74,1.96
2024-02-10,Casablanca,Ligne A330,Panneau fuselage,OF-2024-002778,47,45,2,49.57,4,6,En retard,Écart documentaire,Majeure,931.35,Équipe Bravo,Matin,0.9524,75.02,2.48
2024-02-10,Casablanca,Ligne A320,Plancher cabine,OF-2024-002938,58,57,1,40.98,10,13,En retard,Non-conformité matière,Mineure,430.25,Équipe Delta,Matin,0.9766,77.06,2.69
2024-02-10,Montoir-de-Bretagne,Ligne A330,Cadre structure,OF-2024-011136,76,71,5,46.4,6,6,À l'heure,Défaut assemblage,Majeure,1142.2,Équipe Bravo,Après-midi,0.9208,63.83,1.2
2024-02-10,Casablanca,Ligne Assemblage Cabine,Panneau fuselage,OF-2024-000918,87,84,3,59.99,4,9,En retard,Défaut dimensionnel,Mineure,872.28,Équipe Delta,Après-midi,0.8809,65.37,1.73
2024-02-10,Casablanca,Ligne A350,Panneau fuselage,OF-2024-003826,68,68,0,48.81,7,7,À l'heure,Aucune,Aucune,0.0,Équipe Delta,Après-midi,0.9382,58.22,2.31
2024-02-10,Casablanca,Ligne Composite,Plancher cabine,OF-2025-009099,39,36,3,45.0,11,11,À l'heure,Contrôle qualité bloquant,Majeure,1730.95,Équipe Delta,Matin,0.9642,48.15,2.27
2024-02-10,Casablanca,Ligne A350,Plancher cabine,OF-2024-000796,61,54,7,28.5,9,9,À l'heure,Écart documentaire,Mineure,2278.45,Équipe Bravo,Nuit,0.9411,53.56,1.7
2024-02-10,Montoir-de-Bretagne,Ligne A320,Porte avion,OF-2025-009277,59,59,0,67.68,2,2,À l'heure,Aucune,Aucune,0.0,Équipe Delta,Matin,0.974,70.76,2.59
2024-02-10,Casablanca,Ligne A350,Panneau fuselage,OF-2024-001766,56,53,3,67.91,6,6,À l'heure,Défaut assemblage,Mineure,1002.42,Équipe Alpha,Matin,0.8555,63.06,2.3
2024-02-10,Casablanca,Ligne Composite,Plancher cabine,OF-2024-009686,60,58,2,57.1,5,4,À l'heure,Retouche peinture,Majeure,887.62,Équipe Bravo,Matin,0.9653,53.25,2.34
2024-02-10,Rochefort,Ligne A330,Sous-ensemble composite,OF-2024-011504,72,70,2,61.6,2,2,À l'heure,Retouche peinture,Mineure,688.42,Équipe Alpha,Après-midi,0.9634,74.16,2.85
2024-02-10,Montoir-de-Bretagne,Ligne A350,Porte avion,OF-2024-010956,61,58,3,72.69,4,4,À l'heure,Défaut assemblage,Majeure,1438.38,Équipe Delta,Matin,0.9456,67.15,2.35
2024-02-10,Casablanca,Ligne Assemblage Cabine,Porte avion,OF-2024-010508,53,50,3,57.15,6,6,À l'heure,Défaut assemblage,Mineure,1189.09,Équipe Charlie,Après-midi,0.9796,70.26,2.37
2024-02-10,Montoir-de-Bretagne,Ligne Assemblage Cabine,Porte avion,OF-2024-011544,60,55,5,45.96,7,6,À l'heure,Défaut dimensionnel,Mineure,1853.17,Équipe Alpha,Matin,0.9871,61.38,2.5
2024-02-10,Montoir-de-Bretagne,Ligne A350,Cadre structure,OF-2024-002666,70,65,5,47.63,6,6,À l'heure,Non-conformité matière,Majeure,1776.29,Équipe Alpha,Après-midi,0.9038,69.6,1.74
2024-02-10,Casablanca,Ligne Assemblage Cabine,Cadre structure,OF-2025-004925,66,66,0,32.46,3,3,À l'heure,Aucune,Aucune,0.0,Équipe Alpha,Matin,0.8913,65.88,2.88
2024-02-10,Casablanca,Ligne A320,Porte avion,OF-2025-010877,52,47,5,61.32,4,3,À l'heure,Contrôle qualité bloquant,Critique,2598.17,Équipe Alpha,Matin,0.8539,68.9,2.16
2024-02-11,Casablanca,Ligne A320,Porte avion,OF-2024-000034,60,60,0,51.94,10,10,À l'heure,Aucune,Aucune,0.0,Équipe Charlie,Après-midi,0.9943,65.95,2.09
2024-02-11,Casablanca,Ligne A320,Cadre structure,OF-2025-001179,62,58,4,34.59,8,8,À l'heure,Défaut assemblage,Mineure,1776.0,Équipe Alpha,Après-midi,0.8647,72.23,2.34
2024-02-11,Casablanca,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2024-009482,64,62,2,41.5,4,3,À l'heure,Écart documentaire,Mineure,650.17,Équipe Charlie,Après-midi,0.8925,67.17,2.55
2024-02-11,Casablanca,Ligne Composite,Panneau fuselage,OF-2025-008121,57,55,2,69.78,9,14,En retard,Défaut assemblage,Mineure,961.69,Équipe Charlie,Nuit,0.8451,61.08,1.8
2024-02-11,Casablanca,Ligne A320,Cadre structure,OF-2024-003180,48,46,2,57.38,8,8,À l'heure,Défaut assemblage,Majeure,1098.16,Équipe Delta,Après-midi,0.9682,81.36,2.04
2024-02-11,Casablanca,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2024-000764,71,64,7,42.95,2,2,À l'heure,Contrôle qualité bloquant,Majeure,2376.05,Équipe Charlie,Nuit,0.8828,63.4,2.66
2024-02-11,Casablanca,Ligne A320,Plancher cabine,OF-2024-004976,49,49,0,35.34,6,9,En retard,Aucune,Aucune,0.0,Équipe Alpha,Après-midi,0.8962,73.37,1.72
2024-02-11,Casablanca,Ligne A330,Cadre structure,OF-2024-009996,70,67,3,60.58,9,9,À l'heure,Défaut dimensionnel,Mineure,946.1,Équipe Bravo,Nuit,0.8113,71.57,1.68
2024-02-11,Casablanca,Ligne A350,Cadre structure,OF-2025-006975,57,52,5,57.53,2,2,À l'heure,Écart documentaire,Majeure,2128.75,Équipe Alpha,Nuit,0.995,69.07,2.5
2024-02-11,Casablanca,Ligne Composite,Porte avion,OF-2024-003792,70,60,10,80.78,3,3,À l'heure,Défaut dimensionnel,Majeure,3774.35,Équipe Delta,Nuit,0.8951,71.18,2.35
2024-02-11,Casablanca,Ligne A330,Plancher cabine,OF-2025-009869,67,63,4,45.52,2,2,À l'heure,Non-conformité matière,Mineure,1559.59,Équipe Bravo,Après-midi,0.8584,68.0,1.75
2024-02-11,Rochefort,Ligne A330,Sous-ensemble composite,OF-2025-003825,49,48,1,59.75,6,8,En retard,Non-conformité matière,Mineure,462.57,Équipe Alpha,Matin,0.9104,72.02,2.97
2024-02-12,Montoir-de-Bretagne,Ligne A330,Cadre structure,OF-2025-001419,61,58,3,46.5,2,2,À l'heure,Retouche peinture,Mineure,1360.95,Équipe Alpha,Après-midi,0.9823,66.56,2.53
2024-02-12,Casablanca,Ligne Composite,Plancher cabine,OF-2025-001427,75,67,8,50.7,8,8,À l'heure,Retouche peinture,Mineure,2342.38,Équipe Charlie,Matin,0.8418,61.34,2.78
2024-02-12,Rochefort,Ligne Composite,Cadre structure,OF-2025-002153,62,58,4,41.28,7,7,À l'heure,Défaut dimensionnel,Majeure,1944.98,Équipe Delta,Nuit,0.9205,67.03,3.69
2024-02-12,Montoir-de-Bretagne,Ligne A320,Panneau fuselage,OF-2025-008809,68,66,2,37.12,3,3,À l'heure,Défaut dimensionnel,Majeure,957.97,Équipe Alpha,Nuit,0.9238,74.03,3.08
2024-02-12,Casablanca,Ligne Composite,Porte avion,OF-2024-007936,62,58,4,68.6,2,6,En retard,Défaut dimensionnel,Majeure,1408.88,Équipe Charlie,Matin,0.9741,69.85,2.17
2024-02-12,Casablanca,Ligne Composite,Cadre structure,OF-2024-007558,69,64,5,56.91,4,4,À l'heure,Défaut dimensionnel,Mineure,1861.04,Équipe Delta,Après-midi,0.9173,68.15,2.12
2024-02-12,Casablanca,Ligne A330,Cadre structure,OF-2024-011074,72,72,0,58.87,3,3,À l'heure,Aucune,Aucune,0.0,Équipe Delta,Après-midi,0.9524,56.9,2.84
2024-02-12,Casablanca,Ligne Assemblage Cabine,Plancher cabine,OF-2024-002668,84,82,2,44.14,6,6,À l'heure,Défaut dimensionnel,Mineure,666.59,Équipe Bravo,Après-midi,0.8947,62.39,3.33
2024-02-12,Rochefort,Ligne A330,Sous-ensemble composite,OF-2025-001791,68,63,5,61.84,5,5,À l'heure,Défaut assemblage,Majeure,1458.8,Équipe Charlie,Après-midi,0.9398,63.78,2.96
2024-02-12,Rochefort,Ligne A320,Sous-ensemble composite,OF-2025-011641,70,67,3,61.32,8,8,À l'heure,Retouche peinture,Mineure,964.41,Équipe Alpha,Matin,0.9104,67.87,1.75
2024-02-12,Casablanca,Ligne A350,Panneau fuselage,OF-2025-010891,54,52,2,62.92,5,8,En retard,Défaut assemblage,Mineure,673.63,Équipe Delta,Après-midi,0.9742,85.98,2.54
2024-02-12,Rochefort,Ligne Composite,Plancher cabine,OF-2025-002675,54,54,0,49.91,2,2,À l'heure,Aucune,Aucune,0.0,Équipe Alpha,Matin,0.8965,79.23,2.37
2024-02-12,Casablanca,Ligne A320,Cadre structure,OF-2025-011069,76,75,1,40.7,5,5,À l'heure,Défaut dimensionnel,Mineure,478.54,Équipe Bravo,Après-midi,0.9174,75.92,2.7
2024-02-13,Casablanca,Ligne A320,Plancher cabine,OF-2024-003250,69,67,2,30.73,11,11,À l'heure,Retouche peinture,Mineure,717.58,Équipe Delta,Matin,0.907,64.71,2.5
2024-02-13,Montoir-de-Bretagne,Ligne Composite,Porte avion,OF-2025-003787,52,50,2,63.92,5,5,À l'heure,Défaut assemblage,Majeure,937.01,Équipe Bravo,Après-midi,0.9152,76.93,2.35
2024-02-13,Casablanca,Ligne A350,Panneau fuselage,OF-2025-010111,65,59,6,,4,4,À l'heure,Écart documentaire,Mineure,1599.25,Équipe Charlie,Après-midi,0.9348,67.89,2.72
2024-02-13,Montoir-de-Bretagne,Ligne Composite,Porte avion,OF-2025-011863,71,69,2,82.96,9,9,À l'heure,Panne machine,Majeure,985.82,Équipe Charlie,Après-midi,0.8165,72.16,3.05
2024-02-13,Montoir-de-Bretagne,Ligne A330,Sous-ensemble composite,OF-2025-008023,58,53,5,57.57,10,10,À l'heure,Écart documentaire,Majeure,1885.32,Équipe Alpha,Après-midi,0.995,67.44,2.96
2024-02-13,Rochefort,Ligne A350,Sous-ensemble composite,OF-2024-001174,74,67,7,72.76,7,13,En retard,Écart documentaire,Majeure,3517.8,Équipe Bravo,Matin,0.9346,69.19,2.9
2024-02-13,Casablanca,Ligne Composite,Sous-ensemble composite,OF-2024-011898,47,43,4,66.33,6,12,En retard,Défaut dimensionnel,Mineure,1444.56,Équipe Delta,Nuit,0.9802,68.45,3.13
2024-02-13,Montoir-de-Bretagne,Ligne A330,Cadre structure,OF-2025-008721,48,47,1,44.0,6,12,En retard,Retouche peinture,Mineure,484.42,Équipe Bravo,Après-midi,0.9148,69.75,2.85
2024-02-13,Casablanca,Ligne Composite,Plancher cabine,OF-2024-004840,52,52,0,39.86,7,7,À l'heure,Défaut assemblage,Mineure,140.0,Équipe Bravo,Nuit,0.9424,65.33,2.39
2024-02-13,Casablanca,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2024-010616,50,46,4,63.16,7,7,À l'heure,Retouche peinture,Mineure,1518.04,Équipe Alpha,Matin,0.8955,72.4,1.83
2024-02-13,Rochefort,Ligne Composite,Plancher cabine,OF-2024-009494,53,52,1,60.39,11,16,En retard,Défaut dimensionnel,Critique,1255.75,Équipe Charlie,Matin,0.8471,56.01,2.52
2024-02-13,Rochefort,Ligne Assemblage Cabine,Cadre structure,OF-2024-010490,56,55,1,47.42,2,7,En retard,Contrôle qualité bloquant,Majeure,680.49,Équipe Delta,Nuit,0.9681,65.44,2.52
2024-02-13,Casablanca,Ligne A350,Panneau fuselage,OF-2025-009497,64,58,6,62.95,3,8,En retard,Contrôle qualité bloquant,Majeure,2455.96,Équipe Alpha,Après-midi,0.8887,66.9,3.13
2024-02-13,Casablanca,Ligne Assemblage Cabine,Plancher cabine,OF-2025-011343,74,72,2,26.46,10,10,À l'heure,Défaut dimensionnel,Mineure,844.18,Équipe Bravo,Matin,0.9419,74.83,1.6
2024-02-13,Montoir-de-Bretagne,Ligne Composite,Porte avion,OF-2025-000817,56,52,4,67.63,9,9,À l'heure,Retouche peinture,Majeure,1667.45,Équipe Delta,Nuit,0.9058,69.54,2.07
2024-02-14,Casablanca,Ligne A330,Porte avion,OF-2025-000469,51,49,2,64.28,10,10,À l'heure,Panne machine,Majeure,936.48,Équipe Delta,Matin,0.8566,75.63,2.42
2024-02-14,Casablanca,Ligne Assemblage Cabine,Sous-ensemble composite,OF-2024-010692,58,50,8,57.22,8,11,En retard,Non-conformité matière,Mineure,2329.95,Équipe Charlie,Matin,0.8752,65.39,2.66
2024-02-14,Casablanca,Ligne A320,Sous-ensemble composite,OF-2025-011831,57,57,0,58.88,2,2,À l'heure,Aucune,Aucune,0.0,Équipe Charlie,Après-midi,0.9065,76.2,2.17
2024-02-14,Casablanca,Ligne A350,Sous-ensemble composite,OF-2025-002341,70,67,3,64.26,11,11,À l'heure,Défaut dimensionnel,Critique,2212.55,Équipe Charlie,Matin,0.9913,72.92,2.47
2024-02-14,Casablanca,Ligne Assemblage Cabine,Panneau fuselage,OF-2024-008302,89,85,4,58.32,7,7,À l'heure,Retouche peinture,Mineure,1311.27,Équipe Alpha,Matin,0.9156,60.2,1.91
2024-02-14,Casablanca,Ligne A350,Sous-ensemble composite,OF-2024-011798,52,50,2,75.63,10,10,À l'heure,Panne machine,Critique,1574.33,Équipe Alpha,Après-midi,0.8626,63.97,3.27
2024-02-14,Casablanca,Ligne A320,Plancher cabine,OF-2024-009970,61,60,1,36.48,8,8,À l'heure,Défaut assemblage,Mineure,400.61,Équipe Alpha,Matin,0.9025,81.56,1.67
2024-02-14,Rochefort,Ligne Assemblage Cabine,Panneau fuselage,OF-2025-010831,68,63,5,52.74,7,11,En retard,Défaut assemblage,Critique,2715.78,Équipe Charlie,Nuit,0.8865,79.08,1.85
2024-02-14,Casablanca,Ligne A330,Panneau fuselage,OF-2024-005496,68,64,4,63.29,3,3,À l'heure,Écart documentaire,Mineure,1547.92,Équipe Charlie,Matin,0.9793,65.73,3.07
2024-02-14,Casablanca,Ligne A350,Sous-ensemble composite,OF-2024-009566,64,57,7,81.11,11,10,À l'heure,Panne machine,Majeure,2596.23,Équipe Bravo,Après-midi,0.8475,66.53,4.2
2024-02-14,Montoir-de-Bretagne,Ligne Assemblage Cabine,Panneau fuselage,OF-2024-002182,47,43,4,21.6,11,11,À l'heure,Contrôle qualité bloquant,Majeure,1488.37,Équipe Delta,Après-midi,0.8462,76.75,2.85
2024-02-14,Casablanca,Ligne Composite,Cadre structure,OF-2025-009479,67,63,4,59.8,10,9,À l'heure,Contrôle qualité bloquant,Critique,1911.39,Équipe Charlie,Matin,0.9378,54.73,1.86
2024-02-14,Rochefort,Ligne Assemblage Cabine,Panneau fuselage,OF-2024-004834,67,66,1,49.7,4,9,En retard,Défaut dimensionnel,Mineure,446.88,Équipe Alpha,Matin,0.9031,66.59,2.89
2024-02-14,Montoir-de-Bretagne,Ligne A330,Sous-ensemble composite,OF-2025-004543,49,47,2,72.56,6,11,En retard,Défaut dimensionnel,Critique,1632.86,Équipe Charlie,Nuit,0.9238,62.19,2.15
2024-02-14,Rochefort,Ligne Composite,Panneau fuselage,OF-2025-008687,38,35,3,52.26,7,7,À l'heure,Défaut assemblage,Mineure,1069.01,Équipe Delta,Après-midi,0.8928,,3.19
2024-02-14,Rochefort,Ligne Composite,Porte avion,OF-2025-005763,61,58,3,71.15,4,10,En retard,Panne machine,Critique,1914.11,Équipe Bravo,Après-midi,0.7859,74.98,3.42
2024-02-15,Casablanca,Ligne Composite,Cadre structure,OF-2024-003208,60,56,4,65.73,6,10,En retard,Panne machine,Majeure,1968.94,Équipe Bravo,Matin,0.8932,66.58,3.75
2024-02-15,Casablanca,Ligne Assemblage Cabine,Panneau fuselage,OF-2025-000107,68,64,4,29.25,3,3,À l'heure,Défaut dimensionnel,Majeure,2001.06,Équipe Charlie,Après-midi,0.9039,82.58,2.62
2024-02-15,Casablanca,Ligne Composite,Porte avion,OF-2024-010824,80,76,4,60.31,6,6,À l'heure,Défaut assemblage,Mineure,1313.23,Équipe Charlie,Nuit,0.8253,71.62,2.44
2024-02-15,Casablanca,Ligne Assemblage Cabine,Cadre structure,OF-2024-011224,69,67,2,34.09,6,6,À l'heure,Défaut assemblage,Critique,1679.49,Équipe Charlie,Matin,0.8939,66.36,2.21
